State,Type,Gender,Age_group
Karnataka,Professional Activity,Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Student,Male,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Service (Private),Male,A
Karnataka,Unemployed,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Service (Government),Male,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Professional Activity,Female,A
Karnataka,Unemployed,Female,A
Karnataka,Student,Female,A
Karnataka,Self-employed (Business activity),Female,A
Karnataka,House Wife,Female,A
Karnataka,Service (Private),Female,A
Karnataka,Service (Government),Female,A
Karnataka,Public Sector Undertaking,Female,A
Karnataka,Farming/Agriculture Activity,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Professional Activity,Male,A
Karnataka,Service (Government),Male,A
Karnataka,Student,Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Retired Person,Male,A
Karnataka,Unemployed,Male,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Service (Private),Male,A
Karnataka,Public Sector Undertaking,Female,A
Karnataka,Service (Government),Female,A
Karnataka,Service (Private),Female,A
Karnataka,Unemployed,Female,A
Karnataka,Farming/Agriculture Activity,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Self-employed (Business activity),Female,A
Karnataka,House Wife,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Service (Private),Male,A
Karnataka,Retired Person,Male,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Professional Activity,Male,A
Karnataka,Unemployed,Male,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Service (Government),Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Others (Please Specify),Female,S
Karnataka,Self-employed (Business activity),Female,S
Karnataka,Others (Please Specify),Female,S
Karnataka,Service (Private),Female,S
Karnataka,House Wife,Female,S
Karnataka,Unemployed,Female,S
Karnataka,Retired Person,Female,S
Karnataka,Farming/Agriculture Activity,Female,S
Karnataka,Service (Government),Female,S
Karnataka,Retired Person,Male,S
Karnataka,Self-employed (Business activity),Male,S
Karnataka,Service (Private),Male,S
Karnataka,Others (Please Specify),Male,S
Karnataka,Service (Government),Male,S
Karnataka,Professional Activity,Male,S
Karnataka,Others (Please Specify),Male,S
Karnataka,Unemployed,Male,S
Karnataka,Public Sector Undertaking,Male,S
Karnataka,Farming/Agriculture Activity,Male,S
Karnataka,Seperated,Female,S
Karnataka,Married,Female,S
Karnataka,Widowed/Widower,Female,S
Karnataka,Never Married,Female,S
Karnataka,Divorcee,Female,S
Karnataka,Widowed/Widower,Male,S
Karnataka,Seperated,Male,S
Karnataka,Never Married,Male,S
Karnataka,Divorcee,Male,S
Karnataka,Married,Male,S
Karnataka,Insanity/Mental Illness,Female,T
Karnataka,Poverty,Female,T
Karnataka,Drug Abuse/Addiction,Female,T
Karnataka,Causes Not known,Female,T
Karnataka,Physical Abuse (Rape/Incest Etc.),Female,T
Karnataka,Suspected/Illicit Relation,Female,T
Karnataka,Death of Dear Person,Female,T
Karnataka,Failure in Examination,Female,T
Karnataka,Other Causes (Please Specity),Female,T
Karnataka,Cancellation/Non-Settlement of Marriage,Female,T
Karnataka,Fall in Social Reputation,Female,T
Karnataka,Other Prolonged Illness,Female,T
Karnataka,Family Problems,Female,T
Karnataka,Other Prolonged Illness,Male,T
Karnataka,Causes Not known,Male,T
Karnataka,Other Causes (Please Specity),Male,T
Karnataka,Failure in Examination,Male,T
Karnataka,Divorce,Male,T
Karnataka,Family Problems,Male,T
Karnataka,Insanity/Mental Illness,Male,T
Karnataka,Failure in Examination,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Paralysis,Female,A
Karnataka,Ideological Causes/Hero Worshipping,Female,A
Karnataka,Love Affairs,Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Suspected/Illicit Relation,Female,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Divorce,Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Poverty,Female,A
Karnataka,Illegitimate Pregnancy,Female,A
Karnataka,Cancer,Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Dowry Dispute,Female,A
Karnataka,Unemployment,Female,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Female,A
Karnataka,Fall in Social Reputation,Female,A
Karnataka,Professional/Career Problem,Female,A
Karnataka,Property Dispute,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Paralysis,Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Love Affairs,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,A
Karnataka,Poverty,Male,A
Karnataka,Cancer,Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Divorce,Male,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Cancellation/Non-Settlement of Marriage,Male,A
Karnataka,Suspected/Illicit Relation,Male,A
Karnataka,Family Problems,Male,A
Karnataka,Dowry Dispute,Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Cancer,Female,A
Karnataka,Divorce,Female,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Love Affairs,Female,A
Karnataka,Unemployment,Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Fall in Social Reputation,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Suspected/Illicit Relation,Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Paralysis,Female,A
Karnataka,Poverty,Female,A
Karnataka,Professional/Career Problem,Female,A
Karnataka,Suspected/Illicit Relation,Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Cancer,Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Property Dispute,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Family Problems,Male,A
Karnataka,Poverty,Male,A
Karnataka,Cancellation/Non-Settlement of Marriage,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Love Affairs,Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Paralysis,Male,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Poverty,Female,A
Karnataka,Property Dispute,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Unemployment,Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Paralysis,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Cancer,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Fall in Social Reputation,Female,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Property Dispute,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Divorce,Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Suspected/Illicit Relation,Male,A
Karnataka,Paralysis,Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Poverty,Male,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Family Problems,Male,A
Karnataka,Cancer,Male,A
Karnataka,Other Prolonged Illness,Female,S
Karnataka,Insanity/Mental Illness,Female,S
Karnataka,Fall in Social Reputation,Female,S
Karnataka,Illness (Aids/STD),Female,S
Karnataka,Paralysis,Female,S
Karnataka,Causes Not known,Female,S
Karnataka,Drug Abuse/Addiction,Female,S
Karnataka,Other Causes (Please Specity),Female,S
Karnataka,Family Problems,Female,S
Karnataka,Property Dispute,Female,S
Karnataka,Death of Dear Person,Female,S
Karnataka,Poverty,Female,S
Karnataka,Cancer,Female,S
Karnataka,Paralysis,Male,S
Karnataka,Causes Not known,Male,S
Karnataka,Death of Dear Person,Male,S
Karnataka,Poverty,Male,S
Karnataka,Property Dispute,Male,S
Karnataka,Bankruptcy or Sudden change in Economic,Male,S
Karnataka,Not having Children(Barrenness/Impotency,Male,S
Karnataka,Insanity/Mental Illness,Male,S
Karnataka,Cancer,Male,S
Karnataka,Other Causes (Please Specity),Male,S
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,S
Karnataka,Fall in Social Reputation,Male,S
Karnataka,Drug Abuse/Addiction,Male,S
Karnataka,Illness (Aids/STD),Male,S
Karnataka,Other Prolonged Illness,Male,S
Karnataka,Family Problems,Male,S
Karnataka,Middle,Female,S
Karnataka,Primary,Female,S
Karnataka,Hr. Secondary/Intermediate/Pre-Universit,Female,S
Karnataka,Matriculate/Secondary,Female,S
Karnataka,Diploma,Female,S
Karnataka,Graduate,Female,S
Karnataka,No Education,Female,S
Karnataka,Post Graduate and Above,Female,S
Karnataka,Graduate,Male,S
Karnataka,Diploma,Male,S
Karnataka,Primary,Male,S
Karnataka,No Education,Male,S
Karnataka,Matriculate/Secondary,Male,S
Karnataka,Middle,Male,S
Karnataka,Hr. Secondary/Intermediate/Pre-Universit,Male,S
Karnataka,Post Graduate and Above,Male,S
Karnataka,By Drowning,Female,T
Karnataka,By Self Infliction of injury,Female,T
Karnataka,By Consuming Insecticides,Female,T
Karnataka,By Other means (please specify),Female,T
Karnataka,By Jumping from (Building),Female,T
Karnataka,By Consuming Other Poison,Female,T
Karnataka,By Fire/Self Immolation,Female,T
Karnataka,By Hanging,Female,T
Karnataka,By Consuming Other Poison,Male,T
Karnataka,By Other means (please specify),Male,T
Karnataka,By Jumping from (Other sites),Male,T
Karnataka,By Self Infliction of injury,Male,T
Karnataka,By Consuming Insecticides,Male,T
Karnataka,By Fire/Self Immolation,Male,T
Karnataka,By Hanging,Male,T
Karnataka,By touching electric wires,Male,T
Karnataka,By Drowning,Male,T
Karnataka,By Jumping off Moving Vehicles/Trains,Female,A
Karnataka,By touching electric wires,Female,A
Karnataka,By coming under running vehicles/trains,Female,A
Karnataka,By Hanging,Female,A
Karnataka,By Drowning,Female,A
Karnataka,By Jumping from (Other sites),Female,A
Karnataka,By Overdose of sleeping pills,Female,A
Karnataka,By Fire-Arms,Female,A
Karnataka,By Consuming Insecticides,Female,A
Karnataka,By Over Alcoholism,Female,A
Karnataka,By Fire/Self Immolation,Female,A
Karnataka,By Self Infliction of injury,Female,A
Karnataka,By Other means (please specify),Female,A
Karnataka,By Consuming Other Poison,Female,A
Karnataka,By Jumping from (Building),Female,A
Karnataka,By Overdose of sleeping pills,Male,A
Karnataka,By Drowning,Male,A
Karnataka,By Jumping from (Building),Male,A
Karnataka,By Fire-Arms,Male,A
Karnataka,By Consuming Other Poison,Male,A
Karnataka,By Fire/Self Immolation,Male,A
Karnataka,By touching electric wires,Male,A
Karnataka,By coming under running vehicles/trains,Male,A
Karnataka,By Jumping off Moving Vehicles/Trains,Male,A
Karnataka,By Hanging,Male,A
Karnataka,By Over Alcoholism,Male,A
Karnataka,By Jumping from (Other sites),Male,A
Karnataka,By Other means (please specify),Male,A
Karnataka,By Consuming Insecticides,Male,A
Karnataka,By Self Infliction of injury,Male,A
Karnataka,By Hanging,Female,A
Karnataka,By Jumping off Moving Vehicles/Trains,Female,A
Karnataka,By coming under running vehicles/trains,Female,A
Karnataka,By Fire/Self Immolation,Female,A
Karnataka,By Other means (please specify),Female,A
Karnataka,By Over Alcoholism,Female,A
Karnataka,By Fire-Arms,Female,A
Karnataka,By Consuming Insecticides,Female,A
Karnataka,By Self Infliction of injury,Female,A
Karnataka,By Jumping from (Other sites),Female,A
Karnataka,By Jumping from (Building),Female,A
Karnataka,By Consuming Other Poison,Female,A
Karnataka,By Drowning,Female,A
Karnataka,By touching electric wires,Female,A
Karnataka,By Jumping off Moving Vehicles/Trains,Male,A
Karnataka,By touching electric wires,Male,A
Karnataka,By Hanging,Male,A
Karnataka,By Jumping from (Building),Male,A
Karnataka,By Consuming Insecticides,Male,A
Karnataka,By Fire-Arms,Male,A
Karnataka,By Other means (please specify),Male,A
Karnataka,By Self Infliction of injury,Male,A
Karnataka,By Fire/Self Immolation,Male,A
Karnataka,By coming under running vehicles/trains,Male,A
Karnataka,By Over Alcoholism,Male,A
Karnataka,By Drowning,Male,A
Karnataka,By Jumping from (Other sites),Male,A
Karnataka,By Consuming Other Poison,Male,A
Karnataka,By Overdose of sleeping pills,Male,A
Karnataka,By Fire/Self Immolation,Female,A
Karnataka,By coming under running vehicles/trains,Female,A
Karnataka,By Other means (please specify),Female,A
Karnataka,By Hanging,Female,A
Karnataka,By Consuming Insecticides,Female,A
Karnataka,By Drowning,Female,A
Karnataka,By Fire-Arms,Female,A
Karnataka,By Overdose of sleeping pills,Female,A
Karnataka,By Self Infliction of injury,Female,A
Karnataka,By Jumping from (Building),Female,A
Karnataka,By Consuming Other Poison,Female,A
Karnataka,By Over Alcoholism,Female,A
Karnataka,By touching electric wires,Female,A
Karnataka,By Jumping off Moving Vehicles/Trains,Female,A
Karnataka,By Jumping from (Other sites),Female,A
Karnataka,By Consuming Insecticides,Male,A
Karnataka,By Drowning,Male,A
Karnataka,By Over Alcoholism,Male,A
Karnataka,By Consuming Other Poison,Male,A
Karnataka,By Other means (please specify),Male,A
Karnataka,By Hanging,Male,A
Karnataka,By Jumping from (Building),Male,A
Karnataka,By Self Infliction of injury,Male,A
Karnataka,By touching electric wires,Male,A
Karnataka,By coming under running vehicles/trains,Male,A
Karnataka,By Fire-Arms,Male,A
Karnataka,By Fire/Self Immolation,Male,A
Karnataka,By Jumping from (Other sites),Male,A
Karnataka,By Consuming Insecticides,Female,S
Karnataka,By Consuming Other Poison,Female,S
Karnataka,By Self Infliction of injury,Female,S
Karnataka,By Drowning,Female,S
Karnataka,By Overdose of sleeping pills,Female,S
Karnataka,By touching electric wires,Female,S
Karnataka,By Jumping from (Other sites),Female,S
Karnataka,By Fire-Arms,Female,S
Karnataka,By Other means (please specify),Female,S
Karnataka,By Over Alcoholism,Female,S
Karnataka,By Fire/Self Immolation,Female,S
Karnataka,By Hanging,Female,S
Karnataka,By Jumping from (Other sites),Male,S
Karnataka,By Consuming Insecticides,Male,S
Karnataka,By Self Infliction of injury,Male,S
Karnataka,By Hanging,Male,S
Karnataka,By Over Alcoholism,Male,S
Karnataka,By Jumping from (Building),Male,S
Karnataka,By Overdose of sleeping pills,Male,S
Karnataka,By Fire-Arms,Male,S
Karnataka,By touching electric wires,Male,S
Karnataka,By Drowning,Male,S
Karnataka,By Fire/Self Immolation,Male,S
Karnataka,By Other means (please specify),Male,S
Karnataka,By Consuming Other Poison,Male,S
Karnataka,By coming under running vehicles/trains,Male,S
Karnataka,House Wife,Female,T
Karnataka,Others (Please Specify),Female,T
Karnataka,Unemployed,Female,T
Karnataka,Public Sector Undertaking,Female,T
Karnataka,Service (Private),Female,T
Karnataka,Student,Female,T
Karnataka,Others (Please Specify),Female,T
Karnataka,Student,Male,T
Karnataka,Others (Please Specify),Male,T
Karnataka,Others (Please Specify),Male,T
Karnataka,Retired Person,Female,A
Karnataka,House Wife,Female,A
Karnataka,Self-employed (Business activity),Female,A
Karnataka,Farming/Agriculture Activity,Female,A
Karnataka,Service (Government),Female,A
Karnataka,Service (Private),Female,A
Karnataka,Professional Activity,Female,A
Karnataka,Student,Female,A
Karnataka,Public Sector Undertaking,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Unemployed,Female,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Professional Activity,Male,A
Karnataka,Service (Government),Male,A
Karnataka,Student,Male,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Service (Private),Male,A
Karnataka,Unemployed,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Farming/Agriculture Activity,Female,A
Karnataka,Professional Activity,Female,A
Karnataka,House Wife,Female,A
Karnataka,Self-employed (Business activity),Female,A
Karnataka,Student,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Unemployed,Female,A
Karnataka,Service (Private),Female,A
Karnataka,Public Sector Undertaking,Female,A
Karnataka,Service (Government),Female,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Retired Person,Male,A
Karnataka,Service (Government),Male,A
Karnataka,Unemployed,Male,A
Karnataka,Service (Private),Male,A
Karnataka,Student,Male,A
Karnataka,Professional Activity,Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Unemployed,Female,A
Karnataka,Service (Government),Female,A
Karnataka,House Wife,Female,A
Karnataka,Retired Person,Female,A
Karnataka,Public Sector Undertaking,Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Farming/Agriculture Activity,Female,A
Karnataka,Self-employed (Business activity),Female,A
Karnataka,Service (Private),Female,A
Karnataka,Others (Please Specify),Female,A
Karnataka,Professional Activity,Female,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Service (Government),Male,A
Karnataka,Public Sector Undertaking,Male,A
Karnataka,Self-employed (Business activity),Male,A
Karnataka,Retired Person,Male,A
Karnataka,Farming/Agriculture Activity,Male,A
Karnataka,Others (Please Specify),Male,A
Karnataka,Student,Male,A
Karnataka,Service (Private),Male,A
Karnataka,Professional Activity,Male,A
Karnataka,Unemployed,Male,A
Karnataka,Self-employed (Business activity),Female,S
Karnataka,Farming/Agriculture Activity,Female,S
Karnataka,Professional Activity,Female,S
Karnataka,Service (Private),Female,S
Karnataka,Others (Please Specify),Female,S
Karnataka,Service (Government),Female,S
Karnataka,Retired Person,Female,S
Karnataka,Public Sector Undertaking,Female,S
Karnataka,House Wife,Female,S
Karnataka,Others (Please Specify),Female,S
Karnataka,Professional Activity,Male,S
Karnataka,Retired Person,Male,S
Karnataka,Farming/Agriculture Activity,Male,S
Karnataka,Service (Government),Male,S
Karnataka,Others (Please Specify),Male,S
Karnataka,Student,Male,S
Karnataka,Others (Please Specify),Male,S
Karnataka,Service (Private),Male,S
Karnataka,Unemployed,Male,S
Karnataka,Public Sector Undertaking,Male,S
Karnataka,Self-employed (Business activity),Male,S
Karnataka,Never Married,Female,S
Karnataka,Widowed/Widower,Female,S
Karnataka,Divorcee,Female,S
Karnataka,Married,Female,S
Karnataka,Seperated,Female,S
Karnataka,Divorcee,Male,S
Karnataka,Never Married,Male,S
Karnataka,Widowed/Widower,Male,S
Karnataka,Seperated,Male,S
Karnataka,Married,Male,S
Karnataka,Bankruptcy or Sudden change in Economic,Female,T
Karnataka,Other Causes (Please Specity),Female,T
Karnataka,Cancellation/Non-Settlement of Marriage,Female,T
Karnataka,Failure in Examination,Female,T
Karnataka,Family Problems,Female,T
Karnataka,Poverty,Female,T
Karnataka,Love Affairs,Female,T
Karnataka,Other Prolonged Illness,Female,T
Karnataka,Causes Not known,Female,T
Karnataka,Insanity/Mental Illness,Female,T
Karnataka,Death of Dear Person,Female,T
Karnataka,Cancellation/Non-Settlement of Marriage,Male,T
Karnataka,Failure in Examination,Male,T
Karnataka,Family Problems,Male,T
Karnataka,Insanity/Mental Illness,Male,T
Karnataka,Causes Not known,Male,T
Karnataka,Bankruptcy or Sudden change in Economic,Male,T
Karnataka,Other Causes (Please Specity),Male,T
Karnataka,Other Prolonged Illness,Male,T
Karnataka,Death of Dear Person,Male,T
Karnataka,Drug Abuse/Addiction,Male,T
Karnataka,Poverty,Male,T
Karnataka,Failure in Examination,Female,A
Karnataka,Fall in Social Reputation,Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Paralysis,Female,A
Karnataka,Love Affairs,Female,A
Karnataka,Poverty,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Professional/Career Problem,Female,A
Karnataka,Dowry Dispute,Female,A
Karnataka,Suspected/Illicit Relation,Female,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Cancer,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Drug Abuse/Addiction,Female,A
Karnataka,Illegitimate Pregnancy,Female,A
Karnataka,Unemployment,Female,A
Karnataka,Divorce,Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Love Affairs,Male,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Cancer,Male,A
Karnataka,Poverty,Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Family Problems,Male,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Property Dispute,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Dowry Dispute,Female,A
Karnataka,Unemployment,Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Fall in Social Reputation,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Divorce,Female,A
Karnataka,Illegitimate Pregnancy,Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Drug Abuse/Addiction,Female,A
Karnataka,Love Affairs,Female,A
Karnataka,Poverty,Female,A
Karnataka,Property Dispute,Female,A
Karnataka,Professional/Career Problem,Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Suspected/Illicit Relation,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Cancer,Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Cancer,Male,A
Karnataka,Suspected/Illicit Relation,Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Divorce,Male,A
Karnataka,Paralysis,Male,A
Karnataka,Dowry Dispute,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Family Problems,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Physical Abuse (Rape/Incest Etc.),Male,A
Karnataka,Love Affairs,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Ideological Causes/Hero Worshipping,Male,A
Karnataka,Poverty,Male,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Cancellation/Non-Settlement of Marriage,Male,A
Karnataka,Property Dispute,Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Dowry Dispute,Female,A
Karnataka,Illness (Aids/STD),Female,A
Karnataka,Other Causes (Please Specity),Female,A
Karnataka,Unemployment,Female,A
Karnataka,Property Dispute,Female,A
Karnataka,Family Problems,Female,A
Karnataka,Not having Children(Barrenness/Impotency,Female,A
Karnataka,Insanity/Mental Illness,Female,A
Karnataka,Other Prolonged Illness,Female,A
Karnataka,Paralysis,Female,A
Karnataka,Death of Dear Person,Female,A
Karnataka,Divorce,Female,A
Karnataka,Love Affairs,Female,A
Karnataka,Poverty,Female,A
Karnataka,Causes Not known,Female,A
Karnataka,Bankruptcy or Sudden change in Economic,Female,A
Karnataka,Cancer,Female,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,A
Karnataka,Suspected/Illicit Relation,Female,A
Karnataka,Professional/Career Problem,Male,A
Karnataka,Property Dispute,Male,A
Karnataka,Illness (Aids/STD),Male,A
Karnataka,Poverty,Male,A
Karnataka,Dowry Dispute,Male,A
Karnataka,Other Causes (Please Specity),Male,A
Karnataka,Death of Dear Person,Male,A
Karnataka,Bankruptcy or Sudden change in Economic,Male,A
Karnataka,Insanity/Mental Illness,Male,A
Karnataka,Fall in Social Reputation,Male,A
Karnataka,Love Affairs,Male,A
Karnataka,Ideological Causes/Hero Worshipping,Male,A
Karnataka,Cancer,Male,A
Karnataka,Drug Abuse/Addiction,Male,A
Karnataka,Paralysis,Male,A
Karnataka,Unemployment,Male,A
Karnataka,Causes Not known,Male,A
Karnataka,Failure in Examination,Male,A
Karnataka,Not having Children(Barrenness/Impotency,Male,A
Karnataka,Suspected/Illicit Relation,Male,A
Karnataka,Divorce,Male,A
Karnataka,Family Problems,Male,A
Karnataka,Other Prolonged Illness,Male,A
Karnataka,Cancellation/Non-Settlement of Marriage,Female,S
Karnataka,Other Prolonged Illness,Female,S
Karnataka,Other Causes (Please Specity),Female,S
Karnataka,Unemployment,Female,S
Karnataka,Paralysis,Female,S
Karnataka,Love Affairs,Female,S
Karnataka,Insanity/Mental Illness,Female,S
Karnataka,Causes Not known,Female,S
Karnataka,Dowry Dispute,Female,S
Karnataka,Not having Children(Barrenness/Impotency,Female,S
Karnataka,Cancer,Female,S
Karnataka,Family Problems,Female,S
Karnataka,Bankruptcy or Sudden change in Economic,Female,S
Karnataka,Death of Dear Person,Female,S
Karnataka,Poverty,Female,S
Karnataka,Property Dispute,Male,S
Karnataka,Paralysis,Male,S
